"","band_num","date","SPECIES","COORDINATES"
"856","2437-54010",1999-07-03,"MALL","52.25 -106.08333"
"857","2437-54011",1999-07-05,"MALL","52.25 -106.08333"
"858","2437-54012",1999-07-05,"MALL","52.25 -106.08333"
"859","2437-54013",1999-07-05,"MALL","52.25 -106.08333"
"860","2437-54014",1999-07-05,"MALL","52.25 -106.08333"
"861","2437-54015",1999-07-05,"MALL","52.25 -106.08333"
"862","2437-54016",1999-07-07,"MALL","52.25 -106.08333"
"863","2437-54017",1999-07-09,"MALL","52.25 -106.08333"
"864","2437-54018",1999-07-16,"MALL","52.25 -106.08333"
"865","2437-54019",1999-07-21,"MALL","52.25 -106.08333"
"866","2437-54020",1999-07-21,"MALL","52.25 -106.08333"
"867","2437-54021",1999-07-28,"MALL","52.25 -106.08333"
"868","1617-93801",2000-05-23,"MALL","52.25 -106.08333"
"869","1617-93802",2000-05-26,"MALL","52.25 -106.08333"
"870","1617-93803",2000-06-05,"MALL","52.25 -106.08333"
"871","1617-93804",2000-06-07,"MALL","52.25 -106.08333"
"872","1617-93805",2000-06-12,"MALL","52.25 -106.08333"
"873","1617-93808",2000-07-11,"MALL","52.25 -106.08333"
"874","2437-54023",2000-06-12,"MALL","52.25 -106.08333"
"875","1617-93806",2000-06-28,"MALL","52.25 -106.08333"
"876","1617-93807",2000-07-12,"MALL","52.25 -106.08333"
"877","1617-93809",2000-07-27,"MALL","52.25 -106.08333"
"878","1237-28506",1982-05-05,"MALL","52.08333 -106.08333"
"879","1237-28514",1982-05-19,"MALL","52.08333 -106.08333"
"880","1237-28515",1982-05-19,"MALL","52.08333 -106.08333"
"881","1237-28516",1982-05-19,"MALL","52.08333 -106.08333"
"882","1237-28517",1982-05-19,"MALL","52.08333 -106.08333"
"883","1237-28518",1982-05-19,"MALL","52.08333 -106.08333"
"884","1237-28519",1982-05-19,"MALL","52.08333 -106.08333"
"885","1237-28520",1982-05-19,"MALL","52.08333 -106.08333"
"886","1237-28521",1982-05-20,"MALL","52.08333 -106.08333"
"887","1237-28522",1982-05-20,"MALL","52.08333 -106.08333"
"888","1237-28526",1982-05-22,"MALL","52.08333 -106.08333"
"889","1237-28528",1982-05-22,"MALL","52.08333 -106.08333"
"890","1237-28538",1982-05-25,"MALL","52.08333 -106.08333"
"891","1237-28554",1982-05-28,"MALL","52.08333 -106.08333"
"892","1237-28581",1982-06-02,"MALL","52.08333 -106.08333"
"893","1357-20101",1982-06-07,"MALL","52.08333 -106.08333"
"894","1357-20110",1982-06-09,"MALL","52.08333 -106.08333"
"895","1357-20116",1982-06-10,"MALL","52.08333 -106.08333"
"896","1357-20117",1982-06-10,"MALL","52.08333 -106.08333"
"897","1357-20118",1982-06-10,"MALL","52.08333 -106.08333"
"898","1357-20122",1982-06-11,"MALL","52.08333 -106.08333"
"899","1357-20123",1982-06-11,"MALL","52.08333 -106.08333"
"900","1357-20125",1982-06-12,"MALL","52.08333 -106.08333"
"901","1357-20129",1982-06-13,"MALL","52.08333 -106.08333"
"902","1357-20130",1982-06-13,"MALL","52.08333 -106.08333"
"903","1357-20132",1982-06-15,"MALL","52.08333 -106.08333"
"904","1357-20133",1982-06-15,"MALL","52.08333 -106.08333"
"905","1357-20136",1982-06-17,"MALL","52.08333 -106.08333"
"906","1357-20139",1982-06-18,"MALL","52.08333 -106.08333"
"907","1357-20141",1982-06-23,"MALL","52.08333 -106.08333"
"908","1357-20143",1982-06-29,"MALL","52.08333 -106.08333"
"909","1357-20145",1982-07-10,"MALL","52.08333 -106.08333"
"910","1357-20146",1982-07-10,"MALL","52.08333 -106.08333"
"911","1357-20169",1983-05-03,"MALL","52.08333 -106.08333"
"912","1357-20175",1983-05-03,"MALL","52.08333 -106.08333"
"913","1357-20177",1983-05-03,"MALL","52.08333 -106.08333"
"914","1357-20181",1983-05-04,"MALL","52.08333 -106.08333"
"915","1357-20197",1983-05-05,"MALL","52.08333 -106.08333"
"916","1237-46495",1983-06-01,"MALL","52.08333 -106.08333"
"917","1237-46496",1983-06-01,"MALL","52.08333 -106.08333"
"918","1167-44221",1983-06-03,"MALL","52.08333 -106.08333"
"919","1167-44230",1983-06-07,"MALL","52.08333 -106.08333"
"920","1167-44245",1983-06-08,"MALL","52.08333 -106.08333"
"921","1167-44258",1983-06-09,"MALL","52.08333 -106.08333"
"922","1167-44271",1983-06-14,"MALL","52.08333 -106.08333"
"923","1167-44273",1983-06-14,"MALL","52.08333 -106.08333"
"924","1167-44293",1983-07-07,"MALL","52.08333 -106.08333"
"925","1167-44294",1983-07-12,"MALL","52.08333 -106.08333"
"926","1167-44295",1983-07-13,"MALL","52.08333 -106.08333"
"927","1167-44296",1983-07-18,"MALL","52.08333 -106.08333"
"928","1337-44601",1983-08-05,"MALL","52.08333 -106.08333"
"929","1337-44604",1984-04-14,"MALL","52.08333 -106.08333"
"930","1337-44610",1984-04-16,"MALL","52.08333 -106.08333"
"931","1337-44658",1984-05-03,"MALL","52.08333 -106.08333"
"932","1337-44673",1984-05-09,"MALL","52.08333 -106.08333"
"933","1337-44685",1984-05-14,"MALL","52.08333 -106.08333"
"934","1337-44686",1984-05-14,"MALL","52.08333 -106.08333"
"935","1337-44700",1984-05-22,"MALL","52.08333 -106.08333"
"936","1337-44728",1984-05-30,"MALL","52.08333 -106.08333"
"937","1337-44733",1984-06-04,"MALL","52.08333 -106.08333"
"938","1337-44734",1984-06-04,"MALL","52.08333 -106.08333"
"939","1337-44746",1984-06-11,"MALL","52.08333 -106.08333"
"940","1337-44751",1984-06-25,"MALL","52.08333 -106.08333"
"941","1337-44752",1984-07-11,"MALL","52.08333 -106.08333"
"942","1337-44755",1984-07-11,"MALL","52.08333 -106.08333"
"943","1337-44760",1984-07-18,"MALL","52.08333 -106.08333"
"944","1337-44761",1984-07-18,"MALL","52.08333 -106.08333"
"945","1337-44762",1984-07-18,"MALL","52.08333 -106.08333"
"946","1337-44763",1984-07-18,"MALL","52.08333 -106.08333"
"947","1337-44765",1984-07-24,"MALL","52.08333 -106.08333"
"948","1337-44770",1984-07-24,"MALL","52.08333 -106.08333"
"949","1337-44771",1984-07-24,"MALL","52.08333 -106.08333"
"950","1337-44773",1984-07-24,"MALL","52.08333 -106.08333"
"951","1337-44774",1984-08-02,"MALL","52.08333 -106.08333"
"952","1337-44777",1984-08-02,"MALL","52.08333 -106.08333"
"953","1337-44786",1984-08-08,"MALL","52.08333 -106.08333"
"954","1337-44787",1984-08-08,"MALL","52.08333 -106.08333"
"955","1337-44790",1984-08-08,"MALL","52.08333 -106.08333"
"956","1337-44791",1984-08-08,"MALL","52.08333 -106.08333"
"957","1337-44796",1984-08-14,"MALL","52.08333 -106.08333"
"958","1337-44775",1984-08-02,"MALL","52.08333 -106.08333"
"959","1337-44800",1984-08-17,"MALL","52.08333 -106.08333"
"960","1337-44805",1984-08-17,"MALL","52.08333 -106.08333"
"961","1337-44807",1984-08-28,"MALL","52.08333 -106.08333"
"962","1337-44818",1985-04-30,"MALL","52.25 -106.08333"
"963","1337-44555",1985-05-28,"MALL","52.25 -106.08333"
"964","1337-44566",1985-06-01,"MALL","52.25 -106.08333"
"965","1337-44567",1985-06-06,"MALL","52.25 -106.08333"
"966","1337-44568",1985-06-08,"MALL","52.25 -106.08333"
"967","1337-44569",1985-06-09,"MALL","52.25 -106.08333"
"968","1337-44570",1985-06-09,"MALL","52.25 -106.08333"
"969","1337-44571",1985-06-19,"MALL","52.25 -106.08333"
"970","1337-44572",1985-06-21,"MALL","52.25 -106.08333"
"971","1337-44573",1985-06-21,"MALL","52.25 -106.08333"
"972","1337-44574",1985-07-15,"MALL","52.25 -106.08333"
"973","1337-44575",1985-07-15,"MALL","52.25 -106.08333"
"974","1337-44580",1985-08-26,"MALL","52.25 -106.08333"
"975","1337-44581",1985-08-26,"MALL","52.25 -106.08333"
"976","1337-44582",1985-08-26,"MALL","52.25 -106.08333"
"977","1337-44584",1985-08-26,"MALL","52.25 -106.08333"
"978","1337-44951 +CB",1986-05-27,"MALL","52.08333 -106.08333"
"979","1337-44953+CB",1986-05-29,"MALL","52.08333 -106.08333"
"980","1337-44956 +CB",1986-05-29,"MALL","52.08333 -106.08333"
"981","1337-44957+CB",1986-05-29,"MALL","52.08333 -106.08333"
"982","1337-44975+CB",1986-06-04,"MALL","52.08333 -106.08333"
"983","1337-44980 + yellow band ",1986-06-05,"MALL","52.08333 -106.08333"
"984","1337-44993+yellow CB",1986-06-08,"MALL","52.08333 -106.08333"
"985","1337-44995+CB",1986-06-17,"MALL","52.08333 -106.08333"
"986","1337-44996+CB",1986-06-17,"MALL","52.08333 -106.08333"
"987","1337-44999",1986-06-24,"MALL","52.08333 -106.08333"
"988","1337-45000+CB",1986-06-25,"MALL","52.08333 -106.08333"
"989","1447-40101",1986-07-08,"MALL","52.08333 -106.08333"
"990","1447-40103+CB",1986-07-11,"MALL","52.08333 -106.08333"
"991","1447-40104+CB",1986-07-16,"MALL","52.08333 -106.08333"
"992","1447-40107+CB",1986-07-29,"MALL","52.08333 -106.08333"
"993","1447-40108",1986-07-29,"MALL","52.08333 -106.08333"
"994","1447-40110",1986-08-17,"MALL","52.08333 -106.08333"
"995","1447-40129 + red band left",1987-04-18,"MALL","52.08333 -106.08333"
"996","1447-40131 + red band left",1987-04-21,"MALL","52.08333 -106.08333"
"997","1447-40145",1987-04-25,"MALL","52.08333 -106.08333"
"998","1447-40148",1987-04-25,"MALL","52.08333 -106.08333"
"999","1447-40164+red CB",1987-05-10,"MALL","52.08333 -106.08333"
"1000","1447-40160+red CB",1987-05-18,"MALL","52.08333 -106.08333"
"1001","1447--40183+red CB",1987-05-22,"MALL","52.08333 -106.08333"
"1002","1447--40184+red CB",1987-05-23,"MALL","52.08333 -106.08333"
"1003","1447--40191+red CB",1987-05-23,"MALL","52.08333 -106.08333"
"1004","1447--40192+red CB",1987-05-25,"MALL","52.08333 -106.08333"
"1005","1447-40180",1987-06-06,"MALL","52.08333 -106.08333"
"1006","1447-40201+red band ",1987-06-17,"MALL","52.08333 -106.08333"
"1007","1447-40202",1987-06-26,"MALL","52.08333 -106.08333"
"1008","1447-40203 +red band ",1987-06-26,"MALL","52.08333 -106.08333"
"1009","1447-40204",1987-06-29,"MALL","52.08333 -106.08333"
"1010","1447-40205",1987-07-02,"MALL","52.08333 -106.08333"
"1011","1447-40206 +red band ",1987-07-03,"MALL","52.08333 -106.08333"
"1012","1447-40207 +red band ",1987-07-08,"MALL","52.08333 -106.08333"
"1013","1447-40208 +blue band ",1987-07-13,"MALL","52.08333 -106.08333"
"1014","1447-40209 +red band ",1987-07-13,"MALL","52.08333 -106.08333"
"1015","1447-40212 +blue band ",1987-07-16,"MALL","52.08333 -106.08333"
"1016","1447-40218 +blue band ",1987-07-16,"MALL","52.08333 -106.08333"
"1017","1447-40219",1987-07-16,"MALL","52.08333 -106.08333"
"1018","1447-40241",1988-04-21,"MALL","52.08333 -106.08333"
"1019","1447-40120",1986-08-21,"MALL","52.08333 -106.08333"
"1020","1447-40251",1988-04-23,"MALL","52.08333 -106.08333"
"1021","1447-40211",1987-07-16,"MALL","52.08333 -106.08333"
"1022","1447-40257",1988-04-28,"MALL","52.08333 -106.08333"
"1023","1447-40265",1988-05-01,"MALL","52.08333 -106.08333"
"1024","1447-40278",1988-05-05,"MALL","52.08333 -106.08333"
"1025","1447-40128",1986-08-31,"MALL","52.08333 -106.08333"
"1026","1447-40289",1988-05-09,"MALL","52.08333 -106.08333"
"1027","1447-40295",1988-05-10,"MALL","52.08333 -106.08333"
"1028","1447-40308",1988-05-19,"MALL","52.08333 -106.08333"
"1029","1447-40313",1988-05-19,"MALL","52.08333 -106.08333"
"1030","1447-40174",1987-05-19,"MALL","52.08333 -106.08333"
"1031","1447-40331",1988-06-23,"MALL","52.08333 -106.08333"
"1032","1447-40332",1988-06-23,"MALL","52.08333 -106.08333"
"1033","1447-40373",1988-08-19,"MALL","52.08333 -106.08333"
"1034","1447-40412",1989-05-30,"MALL","52.08333 -106.08333"
"1035","1447-40416",1989-06-13,"MALL","52.08333 -106.08333"
"1036","1447-40417",1989-06-12,"MALL","52.08333 -106.08333"
"1037","1447-40418",1989-06-12,"MALL","52.08333 -106.08333"
"1038","1447-40419",1989-06-28,"MALL","52.08333 -106.08333"
"1039","1447-40420",1989-06-27,"MALL","52.08333 -106.08333"
"1040","1447-40425",1989-08-03,"MALL","52.08333 -106.08333"
"1041","1447-40427",1989-08-03,"MALL","52.08333 -106.08333"
"1042","1447-40361",1988-08-11,"MALL","52.08333 -106.08333"
"1043","1467-52216",1990-06-05,"MALL","52.08333 -106.08333"
"1044","1467-52217",1990-06-07,"MALL","52.08333 -106.08333"
"1045","1467-52219",1990-06-07,"MALL","52.08333 -106.08333"
"1046","1467-52220",1990-06-11,"MALL","52.08333 -106.08333"
"1047","1467-52221",1990-06-11,"MALL","52.08333 -106.08333"
"1048","1467-52222",1990-06-11,"MALL","52.08333 -106.08333"
"1049","1467-52223",1990-06-11,"MALL","52.08333 -106.08333"
"1050","1467-52224",1990-06-22,"MALL","52.08333 -106.08333"
"1051","1467-52225 ",1990-06-25,"MALL","52.08333 -106.08333"
"1052","1467-52226",1990-06-27,"MALL","52.08333 -106.08333"
"1053","1467-52227",1990-06-28,"MALL","52.08333 -106.08333"
"1054","1467-52228",1990-07-02,"MALL","52.08333 -106.08333"
"1055","1467-52229",1990-07-13,"MALL","52.08333 -106.08333"
"1056","1467-52230",1990-07-14,"MALL","52.08333 -106.08333"
"1057","1467-52233",1990-08-02,"MALL","52.08333 -106.08333"
"1058","1467-52237",1990-08-03,"MALL","52.08333 -106.08333"
"1059","1467-52409",1991-05-06,"MALL","52.25 -106.08333"
"1060","1467-52472",1991-06-13,"MALL","52.25 -106.08333"
"1061","1467-52446",1991-05-24,"MALL","52.25 -106.08333"
"1062","1467-52419",1991-05-10,"MALL","52.25 -106.08333"
"1063","1467-52465",1991-06-05,"MALL","52.25 -106.08333"
"1064","1467-52243",1990-08-24,"MALL","52.08333 -106.08333"
"1065","1467-52271",1990-10-16,"MALL","52.08333 -106.75"
"1066","1467-52298",1991-04-26,"MALL","52.08333 -106.08333"
"1067","1467-52473",1991-06-14,"MALL","52.25 -106.08333"
"1068","1467-52476",1991-07-04,"MALL","52.25 -106.08333"
"1069","1467-52477",1991-07-05,"MALL","52.25 -106.08333"
"1070","1467-52474",1991-06-17,"MALL","52.25 -106.08333"
"1071","1467-52475",1991-06-18,"MALL","52.25 -106.08333"
"1072","1467-52482",1991-07-22,"MALL","52.25 -106.08333"
"1073","1467-52480",1991-07-18,"MALL","52.25 -106.08333"
"1074","1467-52478",1991-07-18,"MALL","52.25 -106.08333"
"1075","1467-52481",1991-07-18,"MALL","52.25 -106.08333"
"1076","896-75226",1994-07-18,"GADW","52.08333 -106.08333"
"1077","1016-61311",1997-07-14,"GADW","52.08333 -106.08333"
"1078","1467-52235",1990-08-02,"MALL","52.08333 -106.08333"
